,Category,CategorySpecific,ageMin,ageMax,ageRange,ageRes,TSid,Lat,Lon,Archive,Proxy,Unit,Interp,Season,Direction,bin0ka,bin1ka,bin2ka,bin3ka,bin4ka,bin5ka,bin6ka,bin7ka,bin8ka,bin9ka,bin10ka,bin11ka,TotalDirection,TotalSlope,TotalSlopeSig,EarlyDirection,EarlySlope,EarlySlopeSig,LateDirection,LateSlope,LateSlopeSig
20,Other,Other (uncalibrated),10.0,3874.0,3864.0,241.5,R4EA7xKol5Q,68.2033,92.1789,LakeSediment,chironomid,degC,T,Summer,positive,0.0,0.05914856885608266,0.13925333925656125,2.0400676201682555,,,,,,,,,,,,,,,,,
21,Pollen,Pollen (uncalibrated),0.0,8997.0,8997.0,145.11290322580646,PYTRUXBRWZ0,68.8,35.32,LakeSediment,pollen,degC,T,7,positive,0.0,0.05308766206370863,0.01829070709757996,0.7699941573273889,0.7900693236539986,0.9979588238362485,1.106513426935707,2.2255180684746385,-0.0426783165610205,,,,decreasing,-0.10779607548556662,-0.10779607548556662,,,,decreasing,-0.22977287715544154,-0.22977287715544154
22,Other,Other (uncalibrated),78.0,3476.0,3398.0,212.375,RznCZXhHXPN,68.165,92.1731,LakeSediment,chironomid,degC,T,Summer,positive,0.0,-1.4109260749375916,-0.8791928575753181,0.2765221369999155,,,,,,,,,,,,,,,,,
24,Pollen,Pollen (uncalibrated),368.48,10498.03,10129.550000000001,297.9279411764706,RXKfG1yd0lA,43.67,28.55,LakeSediment,pollen,degC,T,annual,positive,0.0,-2.238608606768949,-2.0148509028299233,-1.806429841895615,-1.456872900846297,-2.091995759505285,-2.467085278662803,-2.2459093281562987,-0.8477613541327246,-2.100613004600047,-1.0402131546026192,,increasing,0.08704493645029197,0.08704493645029197,no trend,-0.33582145434354216,0.0,increasing,0.3367746255456113,0.3367746255456113
28,Pollen,Pollen (uncalibrated),1.0,10856.0,10855.0,278.3333333333333,M2Lgupr25mjP,44.05,-87.73,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.1941978217323444,-1.0656263569988915,0.26111857344668227,0.8426544354831068,1.243960131322115,0.8063312372773949,1.3539143909508502,0.21553223031702437,-0.6101276164473459,-1.2574536888884935,,no trend,0.008637487428796024,0.0,increasing,0.6869812952833716,0.6869812952833716,decreasing,-0.272106039456888,-0.272106039456888
31,Pollen,Pollen (uncalibrated),13.0,10792.0,10779.0,195.98181818181817,M2Lvlvf54mwP,43.48,-85.0,LakeSediment,pollen,degC,T,annual,positive,0.0,0.6988677954079571,0.48107559299279706,1.130062128512109,1.6535223758611528,1.913689931633141,1.908481371958026,1.4365858653926193,-0.2701723308146038,-0.8958939664517367,-0.965862284754113,,no trend,-0.014337325203639749,0.0,increasing,0.8220502011185762,0.8220502011185762,decreasing,-0.3583679843989654,-0.3583679843989654
32,Pollen,Pollen (uncalibrated),500.0,12000.0,11500.0,99.13793103448276,RRY0jogRrD7,-29.0011,19.135,Midden,pollen,degC,T,annual,positive,0.0,-0.4633859651023371,-1.8248898532334537,-2.428097117656299,-2.3351673199116894,-3.49473072074073,-2.446315233082908,-1.3287623621714257,-0.6286411401860309,-0.6648850279059156,-1.1871213735633206,-1.833081373805356,no trend,-0.008598271539758758,0.0,no trend,-0.10949815986523617,0.0,increasing,0.6887689642845009,0.6887689642845009
33,Other,Other (uncalibrated),442.0,11996.0,11554.0,46.58870967741935,T2L_D13882_uk37_SST_from_uk37,38.6345,-9.4542,MarineSediment,alkenone,degC,T,annual,positive,0.0,0.20659357131437972,0.359956666375612,0.5344386155217737,0.5893136891163142,0.6122333843893417,0.749672126334227,0.7638179040211928,0.7440389841260053,0.910966130909004,0.7753474392763557,-1.0517691987138245,increasing,0.11652817620855607,0.11652817620855607,increasing,0.4992861413858008,0.4992861413858008,decreasing,-0.13897362205461972,-0.13897362205461972
35,Pollen,Pollen (uncalibrated),376.23,10274.68,9898.45,64.69575163398693,RCdkGYUfpeV,48.43,8.25,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.48996792393052535,-0.6272181332595638,-0.6096145725165535,-0.29943645508708694,0.6188911780380493,1.4025063740483912,1.4768838356655771,1.1293307693947996,0.9595210344681057,-0.8286862934586149,,decreasing,-0.24191480832621456,-0.24191480832621456,,,,no trend,-0.15570680872873743,0.0
39,Pollen,Pollen (uncalibrated),1.0,10880.0,10879.0,78.26618705035972,M2L7p5fn09cP,46.86,-98.16,LakeSediment,pollen,degC,T,annual,positive,0.0,0.03519309818619287,-0.04036471860908125,0.505426352540361,-0.04544785565688181,0.15399282505990616,0.3453936903998573,1.3192452093797655,0.08183159855697392,-0.23679781130374988,-0.02307220637624824,,no trend,-0.06155448756654108,0.0,increasing,0.2895795598598386,0.2895795598598386,no trend,-0.007127793919551062,0.0
43,Pollen,Pollen (uncalibrated),0.0,10599.0,10599.0,365.48275862068965,M2L6aaquiz9P,42.73,-109.19,LakeSediment,pollen,degC,T,annual,positive,0.0,0.33901350417563336,-0.01247331399218421,-0.342736881486733,-1.4370374732189526,-1.351585963929213,-1.3581018742236377,-1.2110284704351972,-1.647780629027199,-1.0851783173200251,0.18989224286608797,,no trend,0.12993436430064503,0.0,no trend,-0.28155925946712784,0.0,increasing,0.3706260256147301,0.3706260256147301
46,Pollen,Pollen (uncalibrated),80.1,10883.8,10803.699999999999,240.08222222222219,M2Lvbzbn35sP,41.42,-84.75,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.03214711626733147,-0.11791778361924589,1.0812957202748372,0.051259792535513646,0.3570100848586756,-0.20638988931295216,-0.26402057393786027,-0.40134368964564815,-0.4103484841182898,-2.2432743990245463,,increasing,0.14328746017475116,0.14328746017475116,increasing,0.4389912585739642,0.4389912585739642,no trend,-0.07644486704741477,0.0
47,Other,Other (uncalibrated),4425.349,11463.986,7038.637000000001,163.68923255813954,RdV4LGpfddw,70.5569,-68.9519,LakeSediment,chironomid,degC,T,summerOnly,positive,,,,,,,,,,,,,,,,no trend,0.2235058516610532,0.0,,,
48,Other,Other (uncalibrated),0.0,11960.0,11960.0,145.85365853658536,WEB1fa182ff,42.2167,126.517,Peat,GDGT,degC,T,annual,positive,0.0,0.5030764440763219,1.6562185219231984,1.718418119784182,1.8710502718281126,1.9918931311496268,2.721667876181354,2.5239646036337238,1.6567369383081039,1.9798451343644188,0.5325033133327232,1.2649852287264278,decreasing,-0.05670122001402006,-0.05670122001402006,increasing,0.4044805269000397,0.4044805269000397,decreasing,-0.40583175364497953,-0.40583175364497953
49,Other,Other (uncalibrated),78.1,11984.26,11906.16,87.54529411764706,T2L_PC_1_d18o_ruber_SST_from_d18o_ruber,31.4583,128.4133,MarineSediment,d18O,degC,T,annual,positive,0.0,-0.2979845976059091,0.14008274530425302,-0.024844890176667023,-0.33069178630653945,-0.10634369920806463,-0.36994877495024686,0.17558506748054936,0.15632905885447745,-0.6669386338982675,-1.0599514949449953,-2.0874802284029066,increasing,0.13442989499802294,0.13442989499802294,increasing,0.42494022556176575,0.42494022556176575,no trend,0.02561432367935309,0.0
50,Other,Other (uncalibrated),116.0,11755.0,11639.0,215.53703703703704,WEB7e132cbf,32.75,81.67,LakeSediment,GDGT,degC,T,annual,positive,0.0,-0.5079789300307387,-0.9787327975451323,-2.0731496355256755,-3.1068609869411024,-2.6143447751863835,-1.1940654668704511,-0.5755567358296418,-0.7702724474536004,0.2204869087506589,-0.23194077414030334,-0.6328260627778649,increasing,0.03331453996824538,0.03331453996824538,no trend,-0.13919399303009825,0.0,increasing,0.6310966501159136,0.6310966501159136
53,Pollen,Pollen (uncalibrated),0.0,10566.0,10566.0,57.11351351351351,M2Lh5wgkh8bP,44.52,-76.6,LakeSediment,pollen,degC,T,annual,positive,0.0,0.6277536377426177,0.014450236920795435,0.3388788475004552,0.26915201096844993,-0.5711352184405436,-0.3530431984390048,1.067966071131889,-0.21496546694115876,-0.821064541010383,-3.1383003752875944,,increasing,0.10402739847181061,0.10402739847181061,increasing,0.42005623551140747,0.42005623551140747,increasing,0.14626940021533744,0.14626940021533744
56,Pollen,Pollen (uncalibrated),875.7,9366.6,8490.9,339.63599999999997,M2Liaj596e6P,37.94,-111.7,LakeSediment,pollen,degC,T,annual,positive,0.0,-1.3649033030754216,1.3068896387252302,-1.862766022589795,0.2520957414490157,-1.0503637629076545,-0.30272584851827333,-0.5917393763719564,-1.0572550830365257,-1.0901294928349676,,,no trend,0.08474239457792836,0.0,,,,no trend,0.12865383638331804,0.0
59,Pollen,Pollen (uncalibrated),54.0,11964.0,11910.0,208.94736842105263,R9f2mFSr7nU,59.2026,-135.3953,LakeSediment,pollen,degC,T,annual,positive,0.0,0.1914184134092921,0.3534467278722436,0.37699541983661033,0.19361518184695736,0.31293964925650575,0.3534467278722436,-0.2406792814054235,-1.3636495550757943,-1.7117419372509808,-1.6883701645162674,0.5069542435466752,increasing,0.1733974426292707,0.1733974426292707,increasing,0.12732945645294555,0.12732945645294555,no trend,-0.04450622267657283,0.0
62,Pollen,Pollen (uncalibrated),97.0,6805.0,6708.0,248.44444444444446,M2Luuo6xgosP,52.93,-66.95,LakeSediment,pollen,degC,T,annual,positive,0.0,0.25826004008099757,1.1508311091420595,1.100397628182599,1.684782895810177,1.2299386593335053,-0.6170485623429338,,,,,,,,,,,,no trend,-0.23976415288553912,0.0
63,Pollen,Pollen (uncalibrated),2271.0,9006.0,6735.0,132.05882352941177,R47g8nheBej,30.96,120.64,Peat,pollen,degC,T,annual,positive,,,,,,,,,,,,,decreasing,-0.2146172887776607,-0.2146172887776607,,,,,,
64,Other,Other (uncalibrated),62.788,10001.922,9939.134,41.07080165289256,LPD05340dbbdp_SST_from_d18O,34.2875,-120.036,MarineSediment,d18O,degC,T,annual,positive,0.0,-0.9984296802202128,-0.026363891932704137,1.223980336219065,0.07642286917392062,-0.11435694374768085,0.31619041504846745,0.74674572941214,0.4155303305702915,0.4341191421597179,0.9367246818697248,,decreasing,-0.09053722106320701,-0.09053722106320701,,,,decreasing,-0.1912836801855398,-0.1912836801855398
65,Other,Other (uncalibrated),8.97,10001.922,9992.952000000001,42.5232,LPD28794972dp_SST_from_d18O2,34.2875,-120.036,MarineSediment,d18O,degC,T,annual,positive,0.0,-0.006813574935078948,0.38209077995544327,0.6037313105495742,1.6771510340851927,0.8943740047639198,0.9236440135194759,1.3057937851834085,0.6968239523383187,1.3563230247141689,2.1177096547223337,,decreasing,-0.13853897879356078,-0.13853897879356078,,,,decreasing,-0.2719887021289333,-0.2719887021289333
66,Pollen,Pollen (uncalibrated),0.0,8818.77,8818.77,238.34513513513514,PYTNKAW5ZDO,67.95,32.48,LakeSediment,pollen,degC,T,summerOnly,positive,0.0,0.032554092528340406,0.5414259599450347,-0.8237898782961156,1.7335910957986878,1.6074868215836424,1.397769930769489,1.298257210030225,1.5416932872105744,,,,decreasing,-0.22342013657859686,-0.22342013657859686,,,,decreasing,-0.3666645530719546,-0.3666645530719546
67,Pollen,Pollen (uncalibrated),13.5,6956.0,6942.5,136.12745098039215,PYT6CZBVE1E,69.9,-95.07,LakeSediment,pollen,degC,T,7,positive,0.0,0.8298502837062437,0.8043425905595354,0.9542969078462448,0.7306536992468223,0.6645226429405413,0.387716935829966,,,,,,,,,,,,no trend,-0.12309952552225421,0.0
70,Pollen,Pollen (uncalibrated),234.0,10710.0,10476.0,283.13513513513516,M2L4attyxxdP,38.87,-107.08,LakeSediment,pollen,degC,T,annual,positive,0.0,1.264997762792658,0.9678806384277221,0.8453980525561187,0.16950874657851123,-0.27124975586455813,1.0728401682184245,1.2847516452550924,1.2097166930136252,0.4609636589445166,-0.26737561081265837,,no trend,-0.023482526922057077,0.0,increasing,0.31086482305823654,0.31086482305823654,no trend,0.04750221935693766,0.0
71,Pollen,Pollen (uncalibrated),0.0,10012.5,10012.5,286.07142857142856,PYTH254O9NJ,59.17,24.43,LakeSediment,pollen,degC,T,annual,positive,0.0,0.3208265607540436,0.4712565535262717,0.7178437573646694,1.6537089024440204,2.018893025169362,2.0504311382845044,0.9438744644531968,0.348167155217171,-0.13159788206318623,-1.5662416894520232,,no trend,0.00129168475047276,0.0,,,,decreasing,-0.4165534660869685,-0.4165534660869685
72,Pollen,Pollen (uncalibrated),215.0,10887.0,10672.0,323.3939393939394,M2Ljua8y8v7P,41.82,-73.29,LakeSediment,pollen,degC,T,warmest month,positive,0.0,-0.40994283770937107,0.27626582541283595,0.8701383300413251,1.5281262905675952,1.151231380898202,-0.5371835494138483,-1.1808136086193803,-0.2114077194467399,0.3027536778493707,-1.2590394158151286,,no trend,0.09188563514357614,0.0,no trend,0.016624295637026755,0.0,decreasing,-0.31230834027124815,-0.31230834027124815
73,Pollen,Pollen (uncalibrated),215.0,10887.0,10672.0,323.3939393939394,M2Les9iz3udP,41.82,-73.29,LakeSediment,pollen,degC,T,coldest month,positive,0.0,-0.05828264075805642,0.2097848553896432,0.4559759541659716,0.403570554492761,0.5260130770937201,-0.14905336417956738,-0.5060957600839641,-0.19835688661355366,-0.8366497569323531,-2.794138365753885,,increasing,0.18537296288312927,0.18537296288312927,increasing,0.607237044886166,0.607237044886166,decreasing,-0.11819035025194916,-0.11819035025194916
74,Pollen,Pollen (uncalibrated),215.0,10887.0,10672.0,323.3939393939394,M2Ln2l8gcheP,41.82,-73.29,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.17593734312477896,0.2420920653370132,0.6387352489457125,0.9039244371240672,0.7907913076512046,-0.29170810699618965,-0.739393080587605,-0.2104404525544362,-0.47741182613721467,-2.4451583748703083,,increasing,0.1646622344748982,0.1646622344748982,no trend,0.4441257647175775,0.0,decreasing,-0.19893650220422682,-0.19893650220422682
77,Pollen,Pollen (uncalibrated),0.0,9803.0,9803.0,192.2156862745098,RSvtIc0N66Y,64.65,-128.08,LakeSediment,pollen,degC,T,annual,positive,0.0,0.16222434949179299,0.9605576692963242,1.315698594650546,1.3269356392780467,1.1142284475044968,2.3810689591244634,1.6796446669143763,2.0147643653669878,0.8837222801922379,,,decreasing,-0.1645771273511025,-0.1645771273511025,,,,decreasing,-0.26474843008124177,-0.26474843008124177
78,Other,Other (uncalibrated),0.0,11652.0,11652.0,129.46666666666667,LPDbfac52bb,36.8112,100.137,LakeSediment,alkenone,degC,T,"6,7,8",positive,0.0,0.6506919926388217,0.8391682939548942,-0.5490626144781946,-0.29670498974687043,1.0923178359186387,2.183139828176039,1.6737610661224704,1.1303298630748213,0.8953416229745864,1.7309198921425082,1.578660605589132,decreasing,-0.148747817063373,-0.148747817063373,no trend,0.06845833016971034,0.0,no trend,-0.02101510092404556,0.0
80,Pollen,Pollen (uncalibrated),19.0,10754.0,10735.0,153.35714285714286,M2Lqezod5l2P,48.6,-124.2,LakeSediment,pollen,degC,T,warmest month,positive,0.0,0.3023345311887606,-0.0022736804021507018,-0.12334716181664397,0.1788249636291064,-0.019228839972470074,-0.34897746058144186,-1.326237778574162,-0.17279971056341048,1.2203979558540718,1.4145929990017132,,no trend,-0.05324164726433358,0.0,decreasing,-0.6409764015821232,-0.6409764015821232,no trend,0.022890280468189795,0.0
81,Pollen,Pollen (uncalibrated),19.0,10754.0,10735.0,153.35714285714286,M2L2g5c3hl4P,48.6,-124.2,LakeSediment,pollen,degC,T,coldest month,positive,0.0,0.3716973775529786,0.32551860223580287,-0.12148030864687928,-0.007465270363774687,-0.4240810529127723,-0.42045655601287774,-0.8117679805755742,0.15807579483573309,1.039343130576159,1.1527630354176759,,no trend,-0.0381630511302642,0.0,decreasing,-0.5565913858898457,-0.5565913858898457,no trend,0.12320357616770716,0.0
82,Pollen,Pollen (uncalibrated),19.0,10754.0,10735.0,153.35714285714286,M2Leha3eu5bP,48.6,-124.2,LakeSediment,pollen,degC,T,annual,positive,0.0,0.3501077792535825,0.17125441399169428,-0.15892928571198867,0.06768009037803072,-0.3061821341063622,-0.42313184755739996,-1.0399442823673115,0.024217795918017142,1.2379185859879405,1.3918313282597694,,no trend,-0.05374741143690302,0.0,decreasing,-0.6410565701846015,-0.6410565701846015,no trend,0.09191452417349397,0.0
83,Other,Other (uncalibrated),0.0,10771.6197183098,10771.6197183098,156.11043070014202,R3mfDzogKdd,67.81,29.28,LakeSediment,chironomid,degC,T,Summer,positive,0.0,-0.3406524812556969,-0.47720499035042613,-0.5581392022015147,-1.187354752535764,-1.6911304939536198,-1.1987085566627416,-1.9420662780471702,-1.2832100110266986,-0.05506850717893175,0.09971401759625242,,decreasing,-0.1186078813447458,-0.1186078813447458,decreasing,-0.4311370542711068,-0.4311370542711068,increasing,0.33162535101735346,0.33162535101735346
84,Glacier Ice,Glacier Ice,1193.0,11995.0,10802.0,9.39304347826087,WEBef5799bb,-75.0025,0.0683,GlacierIce,deterium excess,degC,T,annual,positive,,,,,,,,,,,,,increasing,0.06191320015349198,0.06191320015349198,increasing,0.14649544211092533,0.14649544211092533,decreasing,-0.09015045354096798,-0.09015045354096798
86,Other,Other (uncalibrated),243.0,9921.0,9678.0,166.86206896551724,WEBfc1570c4,30.5619,91.1778,Peat,GDGT,degC,T,annual,positive,0.0,-1.0977232430598227,-1.1862741543712088,-1.2988186963085881,-1.1955915074725567,-0.8884613062822472,0.8802456594873673,0.11014730071330092,-0.06899905224183522,-0.6732366089411255,,,no trend,-0.09724426811601018,0.0,,,,no trend,0.1366730907668739,0.0
89,Pollen,Pollen (uncalibrated),1.0,10909.0,10908.0,266.0487804878049,M2Lbp57wnhkP,43.4,-88.1,LakeSediment,pollen,degC,T,annual,positive,0.0,0.3325300724075945,0.5037967004023916,0.6808227371262154,0.7517544025258305,0.17369164219649197,0.34362451238035535,-0.07456918670215895,-1.4828961843372424,-1.4240895899461092,-2.6493280153531273,,no trend,0.17189526625722995,0.0,increasing,0.7322853191105012,0.7322853191105012,decreasing,-0.07370345199341005,-0.07370345199341005
91,Pollen,Pollen (uncalibrated),67.0,11334.0,11267.0,134.13095238095238,PYTW12WS22J,60.03,-129.02,LakeSediment,pollen,degC,T,winterOnly,positive,0.0,-0.4211125294402761,-0.5820084126996122,-0.2735855461019052,-0.8026343517461849,-1.3030690207175215,-2.0951958862100355,-2.178562574021279,-1.4489698454690147,-1.3119257773067659,-1.9701389561959977,-1.0446594656035926,increasing,0.12452088425234537,0.12452088425234537,no trend,-0.1467016705955432,0.0,increasing,0.21482296111494537,0.21482296111494537
92,Pollen,Pollen (uncalibrated),67.0,9918.0,9851.0,185.8679245283019,PYT1URDUH1H,60.03,-129.02,LakeSediment,pollen,degC,T,summerOnly,positive,0.0,-0.30355951835908324,-0.230107329924508,-0.2351970147540372,-0.8418517293474042,-1.2913066168813625,-2.2956487667293963,-2.4043849720128927,-1.8824333281088497,-1.9327791127835017,,,increasing,0.27628465140513453,0.27628465140513453,,,,increasing,0.21475887673715519,0.21475887673715519
93,Other,Other (uncalibrated),154.21,4772.19,4617.98,128.2772222222222,LPD5f9ad71d_SST_from_Mg0x2FCa,12.486,74.133,MarineSediment,Mg/Ca,degC,T,annual,positive,0.0,1.1324281094148256,0.14707295671598256,0.2435781819714868,-0.22240711226542065,,,,,,,,,,,,,,no trend,0.04669031678635467,0.0
94,Glacier Ice,Glacier Ice,0.144,47.131,46.987,0.028791053921568627,GH34755740,72.6,-38.5,GlacierIce,hybrid-ice,degC,T,annual,positive,0.0,,,,,,,,,,,,,,,,,,,,
95,Other,Other (uncalibrated),507.0,11758.0,11251.0,163.05797101449275,WEBf35d2722,49.8133,-117.8772,LakeSediment,chironomid,degC,T,summerOnly,positive,0.0,-0.36636167005086373,0.08555900508995051,-0.0620800222978245,-0.37725552011754937,0.2513047056479244,1.0625234585589205,1.490815920084778,1.4704210409644989,2.218166950564578,2.092813059386278,0.21041546019214602,decreasing,-0.20634329186072534,-0.20634329186072534,no trend,-0.025229399217985008,0.0,decreasing,-0.067329005683249,-0.067329005683249
96,Other,Other (uncalibrated),590.0,11660.0,11070.0,615.0,RypmpVeFWPB,-36.9225,177.4392,MarineSediment,foraminifera,degC,T,winter + summer,positive,0.0,-0.06067268282419824,-0.17190593466856086,0.3438118693371207,-0.07584085353024828,-0.19213016227662827,1.8100683709219099,0.3210596132780479,0.38931638145527125,1.4392908647740321,1.6870376529728413,-0.8544736164407911,no trend,-0.08263959345275697,0.0,no trend,0.16660254305622946,0.0,no trend,0.015574240117385691,0.0
97,Pollen,Pollen (uncalibrated),259.371,8081.666,7822.295,300.8575,PYT8O5BE482,63.67,-65.15,LakeSediment,pollen,degC,T,7,positive,0.0,0.7697680661663318,-0.3990089499099789,-0.1878534136176181,-0.5483979007562753,0.5536648188950872,-0.6508633990931582,-0.4995592052872937,-1.699458919456583,,,,,,,,,,no trend,-0.07915215190761406,0.0
100,Pollen,Pollen (uncalibrated),443.0,10528.0,10085.0,173.8793103448276,M2Lxytve3doP,55.58,-119.43,LakeSediment,pollen,degC,T,annual,positive,0.0,0.3651168835468993,0.3528481710621245,0.49025775089160295,1.542258950752763,1.1797593925359489,0.976344139538382,0.5609956417323904,-0.4634450374248765,-0.32919409339147865,-0.5384492535317984,,increasing,0.15046032526473985,0.15046032526473985,increasing,0.396419942926811,0.396419942926811,decreasing,-0.28593020981295697,-0.28593020981295697
103,Pollen,Pollen (uncalibrated),74.0,5796.0,5722.0,357.625,M2Llq9tn1s2P,58.58,-75.25,LakeSediment,pollen,degC,T,annual,positive,0.0,1.0398263002710353,0.9420982645312774,1.5968761039876616,1.3492984134469372,0.5902773358681431,,,,,,,,,,,,,no trend,-0.14282523974803998,0.0
104,Other,Other (uncalibrated),0.841,5593.69,5592.848999999999,2.8275273003033363,NAm2kHydro240,68.35,-154.61,LakeSediment,chlorophyll,degC,T,6 7 8 9,positive,0.0,-0.9636381361891982,1.0748957860969057,-0.9474346133845212,-0.830665250544953,-0.40952940146456474,,,,,,,,,,,,,increasing,0.1275498737666956,0.1275498737666956
106,Other,Other (uncalibrated),0.494,7880.835,7880.341,12.689760064412239,PYTMVGBLPHG_SST_from_d18O,63.7622,5.2553,MarineSediment,d18O,degC,T,annual,positive,0.0,0.5329024654599156,0.6657831020330672,0.6479574755280828,0.4527856805434367,0.4543300994266323,0.3621267419295675,1.2002677935252768,,,,,,,,,,,decreasing,-0.09427697418687343,-0.09427697418687343
109,Pollen,Pollen (uncalibrated),24.0,10864.0,10840.0,140.7792207792208,M2L7thzxje2P,43.24,-80.41,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.5422741248412248,-0.6107989298538612,-0.3677702776912911,0.2617304387041196,-0.39208338830261935,-0.4728643879026564,-0.4586446802378695,-1.109576286213583,-2.3671853960844698,-2.6745209779774237,,increasing,0.21290227735324857,0.21290227735324857,increasing,0.6822887197958735,0.6822887197958735,no trend,-0.012004039838824438,0.0
112,Pollen,Pollen (uncalibrated),314.2,7428.0,7113.8,237.12666666666667,M2Lwm503978P,56.84,-101.04,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.6126770113509413,-1.9952067260995945,-0.4735937461395429,-0.07958492365459324,-0.4375901793108362,-1.0686859338128178,-2.126385884998145,,,,,,,,,,,no trend,-0.0022027361852673287,0.0
