,Unnamed: 0,Category,CategorySpecific,ageMin,ageMax,ageRange,ageRes,TSid,Lat,Lon,Archive,Proxy,Unit,Interp,Season,Direction,bin0ka,bin1ka,bin2ka,bin3ka,bin4ka,bin5ka,bin6ka,bin7ka,bin8ka,bin9ka,bin10ka,bin11ka,TotalDirection,TotalSlope,TotalSlopeSig,EarlyDirection,EarlySlope,EarlySlopeSig,LateDirection,LateSlope,LateSlopeSig,geometry,index_right,Continent,Type,Name,Acronym
10,20,Other,Other (uncalibrated),10.0,3874.0,3864.0,241.5,R4EA7xKol5Q,68.2033,92.1789,LakeSediment,chironomid,degC,T,Summer,positive,0.0,0.03974999999999795,0.09358333333333137,1.3709999999999989,,,,,,,,,,,,,,,decreasing,-0.316007900678522,-0.316007900678522,POINT (92.1789 68.20329999999998),28.0,ASIA,Land,Russian-Arctic,RAR
11,21,Pollen,Pollen (uncalibrated),0.0,8997.0,8997.0,145.11290322580646,PYTRUXBRWZ0,68.8,35.32,LakeSediment,pollen,degC,T,7,positive,0.0,0.017000000000001236,0.005857142857145448,0.24657142857143025,0.2530000000000019,0.3195714285714306,0.3543333333333347,0.7126666666666691,-0.01366666666666383,,,,decreasing,-0.034519005207942904,-0.034519005207942904,,,,decreasing,-0.07357903437064096,-0.07357903437064096,POINT (35.32000000000001 68.79999999999998),16.0,EUROPE,Land,N.Europe,NEU
12,22,Other,Other (uncalibrated),78.0,3476.0,3398.0,212.375,RznCZXhHXPN,68.165,92.1731,LakeSediment,chironomid,degC,T,Summer,positive,0.0,-1.2623333333333342,-0.7866,0.24740000000000076,,,,,,,,,,,,,,,no trend,-0.14892384908548054,0.0,POINT (92.17309999999999 68.16499999999999),28.0,ASIA,Land,Russian-Arctic,RAR
13,24,Pollen,Pollen (uncalibrated),368.48,10498.03,10129.55,297.92794117647065,RXKfG1yd0lA,43.67,28.55,LakeSediment,pollen,degC,T,annual,positive,0.0,-3.3400595226666656,-3.006207482809522,-2.6952380944166645,-2.173690474999997,-3.1213095209166646,-3.6809523796666657,-3.3509523799166647,-1.2648809511666652,-3.134166664166665,-1.5520238071666643,,increasing,0.1298732024935523,0.1298732024935523,no trend,-0.5010539328332378,0.0,increasing,0.5024760878899889,0.5024760878899889,POINT (28.55 43.67),19.0,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED
14,28,Pollen,Pollen (uncalibrated),1.0,10856.0,10855.0,278.3333333333333,M2Lgupr25mjP,44.05,-87.73,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.17749999999999932,-0.9739999999999992,0.23866666666666705,0.7702000000000018,1.1369999999999996,0.737000000000001,1.2375000000000016,0.19700000000000092,-0.5576666666666652,-1.149333333333331,,no trend,0.007894805435688075,0.0,increasing,0.6279121919341752,0.6279121919341752,decreasing,-0.24870939113913504,-0.24870939113913504,POINT (-87.73 44.04999999999999),5.0,NORTH-AMERICA,Land,E.North-America,ENA
15,31,Pollen,Pollen (uncalibrated),13.0,10792.0,10779.0,195.98181818181817,M2Lvlvf54mwP,43.48,-85.0,LakeSediment,pollen,degC,T,annual,positive,0.0,0.6708839285714294,0.4618125000000006,1.0848125,1.5873124999999997,1.8370625,1.8320625000000008,1.3790625,-0.25935416666666544,-0.8600208333333335,-0.9271874999999996,,no trend,-0.013763234078069371,0.0,increasing,0.7891338991910918,0.7891338991910918,decreasing,-0.3440183148051022,-0.3440183148051022,POINT (-85 43.48),5.0,NORTH-AMERICA,Land,E.North-America,ENA
16,32,Pollen,Pollen (uncalibrated),500.0,12000.0,11500.0,99.13793103448276,RRY0jogRrD7,-29.0011,19.135,Midden,pollen,degC,T,annual,positive,0.0,-0.11414861723508808,-0.4495359571517064,-0.59812758556847,-0.5752356364993148,-0.8608777766789935,-0.6026153621547081,-0.3273219253466237,-0.15485690610736924,-0.16378507825331926,-0.2924306592940269,-0.4515538230707357,no trend,-0.0021180633009861317,0.0,no trend,-0.026973332124211654,0.0,increasing,0.1696685501688822,0.1696685501688822,POINT (19.135 -29.00109999999999),25.0,AFRICA,Land,W.Southern-Africa,WSAF
17,33,Other,Other (uncalibrated),442.0,11996.0,11554.0,46.588709677419345,T2L_D13882_uk37_SST_from_uk37,38.6345,-9.4542,MarineSediment,alkenone,degC,T,annual,positive,0.0,0.6834709044601226,1.1908400961800218,1.768076526317632,1.9496190396851103,2.0254439782761047,2.4801308335702963,2.5269291313512556,2.4614947803015,3.0137377531339418,2.5650721473159703,-3.4795547652077463,increasing,0.3855086945912475,0.3855086945912475,increasing,1.651782039810284,1.651782039810284,decreasing,-0.4597646797887501,-0.4597646797887501,POINT (-9.4542 38.6345),19.0,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED
18,35,Pollen,Pollen (uncalibrated),376.23,10274.68,9898.45,64.69575163398693,RCdkGYUfpeV,48.43,8.25,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.833741352623159,-1.0672896515726826,-1.0373350038742686,-0.5095283648086149,1.0531203017631563,2.3865390043930907,2.5131015045582696,1.9216967422701727,1.632744361570175,-1.410112779763158,,decreasing,-0.4116481297295477,-0.4116481297295477,increasing,0.3415870508545168,0.3415870508545168,no trend,-0.2649544980020784,0.0,POINT (8.25 48.43),17.0,EUROPE,Land,West&Central-Europe,WCE
19,39,Pollen,Pollen (uncalibrated),1.0,10880.0,10879.0,78.26618705035972,M2L7p5fn09cP,46.86,-98.16,LakeSediment,pollen,degC,T,annual,positive,0.0,0.013616216216216335,-0.015617117117116662,0.1955495495495496,-0.01758378378378378,0.05957985257985233,0.13363288288288366,0.5104162162162167,0.03166066066066086,-0.09161711711711716,-0.008926640926640417,,no trend,-0.0238154426572549,0.0,increasing,0.11203838542397,0.11203838542397,no trend,-0.0027577447896109143,0.0,POINT (-98.15999999999998 46.85999999999999),4.0,NORTH-AMERICA,Land,C.North-America,CNA
20,43,Pollen,Pollen (uncalibrated),0.0,10599.0,10599.0,365.4827586206897,M2L6aaquiz9P,42.73,-109.19,LakeSediment,pollen,degC,T,annual,positive,0.0,0.3035000000000001,-0.011166666666666658,-0.3068333333333334,-1.2865,-1.21,-1.215833333333333,-1.0841666666666667,-1.4751666666666667,-0.9715,0.16999999999999993,,no trend,0.11632303456801403,0.0,no trend,-0.2520643991927897,0.0,increasing,0.3318009382770643,0.3318009382770643,POINT (-109.19 42.73),3.0,NORTH-AMERICA,Land,W.North-America,WNA
21,46,Pollen,Pollen (uncalibrated),80.1,10883.8,10803.7,240.08222222222213,M2Lvbzbn35sP,41.42,-84.75,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.0237999999999996,-0.08729999999999905,0.8005333333333322,0.037950000000000365,0.2643111111111125,-0.15280000000000096,-0.19546666666666648,-0.297133333333333,-0.30379999999999896,-1.660800000000001,,increasing,0.1060823472873872,0.1060823472873872,increasing,0.32500557335146674,0.32500557335146674,no trend,-0.056595677839301764,0.0,POINT (-84.74999999999999 41.41999999999999),5.0,NORTH-AMERICA,Land,E.North-America,ENA
22,47,Other,Other (uncalibrated),4425.349,11463.986,7038.6370000000015,163.68923255813954,RdV4LGpfddw,70.5569,-68.9519,LakeSediment,chironomid,degC,T,summerOnly,positive,,,,,,,,,,,,,no trend,-0.15612510315636208,0.0,no trend,0.3343295395046212,0.0,,,,POINT (-68.95189999999998 70.55689999999998),2.0,NORTH-AMERICA,Land,N.E.North-America,NEN
23,48,Other,Other (uncalibrated),0.0,11960.0,11960.0,145.85365853658536,WEB1fa182ff,42.2167,126.51700000000001,Peat,GDGT,degC,T,annual,positive,0.0,1.1552500000000006,3.803291666666668,3.946124999999999,4.2966250000000015,4.574125,6.249958333333334,5.795958333333335,3.804482142857143,4.546458333333334,1.2228249999999994,2.9048750000000005,decreasing,-0.1302070196140192,-0.1302070196140192,increasing,0.9288372258399366,0.9288372258399366,decreasing,-0.9319401433298576,-0.9319401433298576,POINT (126.517 42.2167),35.0,ASIA,Land,E.Asia,EAS
24,49,Other,Other (uncalibrated),78.1,11984.26,11906.16,87.54529411764706,T2L_PC_1_d18o_ruber_SST_from_d18o_ruber,31.4583,128.4133,MarineSediment,d18O,degC,T,annual,positive,0.0,-0.7176418971828511,0.3373639037400125,-0.05983441515075327,-0.7964112333808231,-0.2561095260166688,-0.8909545756686512,0.4228648123295642,0.3764902054753527,-1.6062008250784956,-2.5527010720202594,-5.0273177992373315,increasing,0.3237500382890935,0.3237500382890935,increasing,1.0233915179225648,1.0233915179225648,no trend,0.06168745629133876,0.0,POINT (128.4133 31.4583),35.0,ASIA,Land,E.Asia,EAS
25,50,Other,Other (uncalibrated),116.0,11755.0,11639.0,215.53703703703704,WEB7e132cbf,32.75,81.67,LakeSediment,GDGT,degC,T,annual,positive,0.0,-1.4783333333333335,-2.8483333333333336,-6.033333333333332,-9.041666666666668,-7.608333333333333,-3.4750000000000005,-1.6750000000000005,-2.2416666666666667,0.6416666666666666,-0.6750000000000003,-1.8416666666666672,increasing,0.09695283014345217,0.09695283014345217,no trend,-0.4050859347329819,0.0,increasing,1.83663368550523,1.83663368550523,POINT (81.67 32.75),34.0,ASIA,Land,Tibetan-Plateau,TIB
26,53,Pollen,Pollen (uncalibrated),0.0,10566.0,10566.0,57.11351351351351,M2Lh5wgkh8bP,44.52,-76.6,LakeSediment,pollen,degC,T,annual,positive,0.0,0.16773611111111109,0.003861111111111093,0.09054861111111112,0.07191756272401495,-0.15260763888888906,-0.09433333333333316,0.2853611111111105,-0.05743888888888904,-0.21938888888888908,-0.8385555555555557,,increasing,0.027796177066235817,0.027796177066235817,increasing,0.11223925303885672,0.11223925303885672,increasing,0.0390832627508162,0.0390832627508162,POINT (-76.59999999999999 44.52),5.0,NORTH-AMERICA,Land,E.North-America,ENA
27,56,Pollen,Pollen (uncalibrated),875.7,9366.6,8490.9,339.636,M2Liaj596e6P,37.94,-111.7,LakeSediment,pollen,degC,T,annual,positive,0.0,-1.2939999999999996,1.239,-1.7659999999999996,0.2389999999999999,-0.9957999999999996,-0.2869999999999999,-0.5609999999999995,-1.002333333333333,-1.0334999999999996,,,no trend,0.08034023973475568,0.0,,,,no trend,0.12197059227924975,0.0,POINT (-111.7 37.94),3.0,NORTH-AMERICA,Land,W.North-America,WNA
28,59,Pollen,Pollen (uncalibrated),54.0,11964.0,11910.0,208.94736842105263,R9f2mFSr7nU,59.2026,-135.3953,LakeSediment,pollen,degC,T,annual,positive,0.0,0.9585,1.7698333333333336,1.88775,0.9695,1.5670000000000002,1.7698333333333336,-1.205166666666667,-6.828277777777778,-8.5713,-8.454269230769231,2.5385,increasing,0.8682625971033563,0.8682625971033563,increasing,0.6375838240242349,0.6375838240242349,no trend,-0.2228584683976084,0.0,POINT (-135.3953 59.2026),1.0,NORTH-AMERICA,Land,N.W.North-America,NWN
29,62,Pollen,Pollen (uncalibrated),97.0,6805.0,6708.0,248.44444444444446,M2Luuo6xgosP,52.93,-66.95,LakeSediment,pollen,degC,T,annual,positive,0.0,0.3815000000000004,1.7000000000000002,1.6255000000000006,2.4887500000000005,1.8168571428571427,-0.9115000000000002,,,,,,no trend,-0.028622102310817164,0.0,,,,no trend,-0.3541779994192893,0.0,POINT (-66.95 52.93),2.0,NORTH-AMERICA,Land,N.E.North-America,NEN
30,63,Pollen,Pollen (uncalibrated),2271.0,9006.0,6735.0,132.05882352941177,R47g8nheBej,30.96,120.64,Peat,pollen,degC,T,annual,positive,,,,,,,,,,,,,decreasing,-0.2741108713897609,-0.2741108713897609,,,,no trend,-0.25596860859257603,0.0,POINT (120.64 30.95999999999999),35.0,ASIA,Land,E.Asia,EAS
31,64,Other,Other (uncalibrated),62.788000000000004,10001.921999999999,9939.134,41.07080165289256,LPD05340dbbdp_SST_from_d18O,34.2875,-120.036,MarineSediment,d18O,degC,T,annual,positive,0.0,-0.9653903743315516,-0.025491477272726826,1.1834772727272718,0.07389393939393685,-0.11057272727272503,0.3057272727272711,0.7220349650349647,0.4017799043062205,0.4197535885167447,0.9057272727272724,,decreasing,-0.08754122945731152,-0.08754122945731152,no trend,-0.019932353290946347,0.0,decreasing,-0.1849538603230481,-0.1849538603230481,POINT (-120.036 34.2875),3.0,NORTH-AMERICA,Land,W.North-America,WNA
32,65,Other,Other (uncalibrated),8.97,10001.921999999999,9992.952,42.5232,LPD28794972dp_SST_from_d18O2,34.2875,-120.036,MarineSediment,d18O,degC,T,annual,positive,0.0,-0.007120265151515427,0.39928931451613,0.6309062499999989,1.7526423611111068,0.9346312500000024,0.96521875,1.364569711538465,0.7281891447368416,1.417373355263155,2.21303125,,decreasing,-0.14477484613132033,-0.14477484613132033,decreasing,-0.14315850126973606,-0.14315850126973606,decreasing,-0.28423136104424684,-0.28423136104424684,POINT (-120.036 34.2875),3.0,NORTH-AMERICA,Land,W.North-America,WNA
33,66,Pollen,Pollen (uncalibrated),0.0,8818.77,8818.77,238.34513513513517,PYTNKAW5ZDO,67.95,32.48,LakeSediment,pollen,degC,T,summerOnly,positive,0.0,0.015833333333333144,0.26333333333333364,-0.4006666666666661,0.8431666666666668,0.7818333333333349,0.6798333333333346,0.6314333333333337,0.7498333333333331,,,,decreasing,-0.10866484736897984,-0.10866484736897984,,,,decreasing,-0.17833463136015326,-0.17833463136015326,POINT (32.48 67.95),16.0,EUROPE,Land,N.Europe,NEU
34,67,Pollen,Pollen (uncalibrated),13.5,6956.0,6942.5,136.12745098039215,PYT6CZBVE1E,69.9,-95.07,LakeSediment,pollen,degC,T,7,positive,0.0,0.9759999999999992,0.9459999999999996,1.1223636363636356,0.8593333333333321,0.7815555555555527,0.4559999999999986,,,,,,no trend,-0.09327975869789172,0.0,,,,no trend,-0.1447792924443344,0.0,POINT (-95.06999999999998 69.90000000000001),2.0,NORTH-AMERICA,Land,N.E.North-America,NEN
35,70,Pollen,Pollen (uncalibrated),234.0,10710.0,10476.0,283.1351351351352,M2L4attyxxdP,38.87,-107.08,LakeSediment,pollen,degC,T,annual,positive,0.0,0.7074666666666667,0.5413,0.4728,0.0948,-0.15170000000000006,0.6,0.7185142857142858,0.6765500000000001,0.25780000000000003,-0.14953333333333338,,no trend,-0.013132912590914177,0.0,increasing,0.17385524830290253,0.17385524830290253,no trend,0.026566242072658758,0.0,POINT (-107.08 38.86999999999999),3.0,NORTH-AMERICA,Land,W.North-America,WNA
36,71,Pollen,Pollen (uncalibrated),0.0,10012.5,10012.5,286.07142857142856,PYTH254O9NJ,59.17,24.43,LakeSediment,pollen,degC,T,annual,positive,0.0,0.4713333333333347,0.6923333333333348,1.0546000000000006,2.429500000000001,2.9659999999999997,3.0123333333333338,1.3866666666666676,0.5115000000000007,-0.19333333333333247,-2.3009999999999997,,no trend,0.0018976423823054828,0.0,increasing,1.3211783850940635,1.3211783850940635,decreasing,-0.6119678284144374,-0.6119678284144374,POINT (24.43 59.17000000000001),16.0,EUROPE,Land,N.Europe,NEU
37,72,Pollen,Pollen (uncalibrated),215.0,10887.0,10672.0,323.3939393939394,M2Ljua8y8v7P,41.82,-73.29,LakeSediment,pollen,degC,T,warmest month,positive,0.0,-0.2760000000000033,0.18599999999999994,0.5858333333333334,1.0288333333333348,0.7750833333333311,-0.3616666666666646,-0.7950000000000017,-0.1423333333333332,0.203833333333332,-0.8476666666666688,,no trend,0.06186334524426155,0.0,no trend,0.011192549725852955,0.0,decreasing,-0.2102661492917074,-0.2102661492917074,POINT (-73.28999999999999 41.82),5.0,NORTH-AMERICA,Land,E.North-America,ENA
38,73,Pollen,Pollen (uncalibrated),215.0,10887.0,10672.0,323.3939393939394,M2Les9iz3udP,41.82,-73.29,LakeSediment,pollen,degC,T,coldest month,positive,0.0,-0.11900000000000065,0.4283333333333337,0.9309999999999992,0.8239999999999998,1.0739999999999998,-0.3043333333333331,-1.033333333333334,-0.4050000000000011,-1.7082499999999996,-5.705,,increasing,0.3784897577765139,0.3784897577765139,increasing,1.2398410127198116,1.2398410127198116,decreasing,-0.2413180236353269,-0.2413180236353269,POINT (-73.28999999999999 41.82),5.0,NORTH-AMERICA,Land,E.North-America,ENA
39,74,Pollen,Pollen (uncalibrated),215.0,10887.0,10672.0,323.3939393939394,M2Ln2l8gcheP,41.82,-73.29,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.20566666666666575,0.28300000000000125,0.7466666666666679,1.0566666666666666,0.9244166666666676,-0.3409999999999993,-0.8643333333333327,-0.24599999999999864,-0.5580833333333333,-2.8583333333333325,,increasing,0.1924863266027562,0.1924863266027562,no trend,0.5191727008487708,0.0,decreasing,-0.2325521493049471,-0.2325521493049471,POINT (-73.28999999999999 41.82),5.0,NORTH-AMERICA,Land,E.North-America,ENA
40,77,Pollen,Pollen (uncalibrated),0.0,9803.0,9803.0,192.2156862745098,RSvtIc0N66Y,64.65,-128.08,LakeSediment,pollen,degC,T,annual,positive,0.0,0.2579333333333329,1.5272666666666663,2.091933333333333,2.1097999999999995,1.7715999999999996,3.78585,2.6705999999999994,3.2034333333333334,1.4050999999999996,,,decreasing,-0.2616742010744941,-0.2616742010744941,no trend,0.6840603517048414,0.0,decreasing,-0.4209444838555291,-0.4209444838555291,POINT (-128.08 64.65000000000001),1.0,NORTH-AMERICA,Land,N.W.North-America,NWN
41,78,Other,Other (uncalibrated),0.0,11652.0,11652.0,129.46666666666667,LPDbfac52bb,36.8112,100.137,LakeSediment,alkenone,degC,T,"6,7,8",positive,0.0,1.7607142857142826,2.2707142857142806,-1.485714285714289,-0.8028571428571443,2.9557142857142797,5.907380952380947,4.529047619047617,3.058571428571426,2.4227142857142816,4.683714285714284,4.271714285714285,decreasing,-0.4024982778874765,-0.4024982778874765,no trend,0.18524211342625133,0.0,no trend,-0.056864981944280586,0.0,POINT (100.137 36.8112),35.0,ASIA,Land,E.Asia,EAS
42,80,Pollen,Pollen (uncalibrated),19.0,10754.0,10735.0,153.35714285714286,M2Lqezod5l2P,48.6,-124.2,LakeSediment,pollen,degC,T,warmest month,positive,0.0,0.14774603174603484,-0.0011111111111112848,-0.06027777777777742,0.08738888888888853,-0.009396825396827069,-0.1705396825396832,-0.6481111111111098,-0.08444444444444699,0.5963888888888889,0.691288888888888,,no trend,-0.026018338282424024,0.0,decreasing,-0.3132348772872495,-0.3132348772872495,no trend,0.011186112586713565,0.0,POINT (-124.2 48.6),3.0,NORTH-AMERICA,Land,W.North-America,WNA
43,81,Pollen,Pollen (uncalibrated),19.0,10754.0,10735.0,153.35714285714286,M2L2g5c3hl4P,48.6,-124.2,LakeSediment,pollen,degC,T,coldest month,positive,0.0,0.3955555555555556,0.3464126984126983,-0.12927777777777774,-0.007944444444444448,-0.4513015873015873,-0.4474444444444444,-0.8638730158730159,0.16822222222222227,1.1060555555555556,1.2267555555555556,,no trend,-0.040612626838818965,0.0,decreasing,-0.5923173747216295,-0.5923173747216295,no trend,0.13111165684913262,0.0,POINT (-124.2 48.6),3.0,NORTH-AMERICA,Land,W.North-America,WNA
44,82,Pollen,Pollen (uncalibrated),19.0,10754.0,10735.0,153.35714285714286,M2Leha3eu5bP,48.6,-124.2,LakeSediment,pollen,degC,T,annual,positive,0.0,0.2698571428571439,0.13199999999999967,-0.1224999999999996,0.05216666666666736,-0.23600000000000065,-0.3261428571428562,-0.8015714285714282,0.018666666666667275,0.9541666666666676,1.0727999999999989,,no trend,-0.04142759386053134,0.0,decreasing,-0.4941155401020578,-0.4941155401020578,no trend,0.07084615752730111,0.0,POINT (-124.2 48.6),3.0,NORTH-AMERICA,Land,W.North-America,WNA
45,83,Other,Other (uncalibrated),0.0,10771.6197183098,10771.6197183098,156.11043070014205,R3mfDzogKdd,67.81,29.28,LakeSediment,chironomid,degC,T,Summer,positive,0.0,-0.44404999999999895,-0.6220499999999998,-0.7275499999999989,-1.5477499999999988,-2.2044357142857134,-1.5625499999999979,-2.531537499999999,-1.6726999999999972,-0.07178333333333242,0.129979999999998,,decreasing,-0.15460867778503354,-0.15460867778503354,decreasing,-0.5619991618536987,-0.5619991618536987,increasing,0.4322828842356855,0.4322828842356855,POINT (29.28 67.81),16.0,EUROPE,Land,N.Europe,NEU
46,84,Glacier Ice,Glacier Ice,1193.0,11995.0,10802.0,9.39304347826087,WEBef5799bb,-75.0025,0.0683,GlacierIce,deterium excess,degC,T,annual,positive,,,,,,,,,,,,,increasing,0.06523067755723758,0.06523067755723758,increasing,0.15434506574126367,0.15434506574126367,decreasing,-0.09498095966596456,-0.09498095966596456,POINT (0.0683 -75.0025),44.0,POLAR,Land,E.Antarctica,EAN
47,86,Other,Other (uncalibrated),243.0,9921.0,9678.0,166.86206896551727,WEBfc1570c4,30.5619,91.1778,Peat,GDGT,degC,T,annual,positive,0.0,-3.704048833333333,-4.0028462777777785,-4.382605458333333,-4.034285833333334,-2.997936033333333,2.9702139666666665,0.3716701666666662,-0.23282358333333295,-2.271703083333333,,,no trend,-0.3281314485602377,0.0,increasing,1.6412917656799877,1.6412917656799877,no trend,0.4611761713198152,0.0,POINT (91.1778 30.5619),34.0,ASIA,Land,Tibetan-Plateau,TIB
48,89,Pollen,Pollen (uncalibrated),1.0,10909.0,10908.0,266.0487804878049,M2Lbp57wnhkP,43.4,-88.1,LakeSediment,pollen,degC,T,annual,positive,0.0,0.2742499999999985,0.41549999999999976,0.5614999999999988,0.620000000000001,0.14324999999999832,0.2833999999999985,-0.06150000000000056,-1.223,-1.1745,-2.185,,no trend,0.141768461510035,0.0,increasing,0.6039431180223926,0.6039431180223926,decreasing,-0.060785996174254675,-0.060785996174254675,POINT (-88.09999999999998 43.39999999999999),5.0,NORTH-AMERICA,Land,E.North-America,ENA
